Year,Match Number,Date,Stadium,City,Match,Match Details,Bowling_Team,Total Runs Conceeded,Total Wicket ,Bowler Name,Overs,Maidens,Runs,Wickets,No Balls,Wides,Economies
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",West Indies,243,10,Devendra Bishoo,10,0,34,3,0,0,3.4
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",West Indies,243,10,Kieron Pollard,8,0,37,0,0,1,4.63
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",England,225,10,Tim Bresnan,7,1,46,0,0,0,6.57
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",England,225,10,Graeme Swann,10,1,36,3,0,1,3.6
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",England,225,10,Chris Tremlett,5,0,47,0,0,1,9.4
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",England,225,10,James Tredwell,10,2,48,4,0,1,4.8
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",England,225,10,Ravi Bopara,8.4,2,22,2,0,0,2.62
2011,36th Match,17-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",England vs West Indies,"36th Match, Group B (D/N), Chennai, March 17, 2011,
ICC Cricket World Cup",England,225,10,Luke Wright,4,0,18,0,0,0,4.5
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Ireland,306,10,Boyd Rankin,9,0,74,1,3,3,8.22
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Ireland,306,10,Trent Johnston,10,1,50,1,0,0,5
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Ireland,306,10,John Mooney,10,0,59,2,0,0,5.9
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Ireland,306,10,George Dockrell,3.4,0,15,0,0,0,4.41
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Ireland,306,10,Paul Stirling,10,0,51,2,0,0,5.1
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Ireland,306,10,Alex Cusack,2.2,0,15,0,0,0,6.82
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Ireland,306,10,Kevin O Brien,5,0,33,0,0,2,6.6
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Netherlands,307,4,Mudassar Bukhari,7,0,42,0,0,0,6
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Netherlands,307,4,Adeel Raja,8,1,44,0,0,0,5.5
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Netherlands,307,4,Bernard Loots,2,0,29,0,0,0,14.5
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Netherlands,307,4,Ryan ten Doeschate,9,1,58,1,0,1,6.44
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Netherlands,307,4,Pieter Seelaar,9.4,1,55,1,0,0,5.85
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Netherlands,307,4,Peter Borren,5,0,38,0,0,0,7.6
2011,37th Match,18-March-2011,Eden Gardens,"Kolkata, Indiaia",Netherlands vs Ireland,"37th Match, Group B, Eden Gardens, March 18, 2011,
ICC Cricket World Cup",Netherlands,307,4,Tom Cooper,7,1,31,2,0,0,4.43
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",New Zealand,265,9,Tim Southee,10,0,63,3,0,5,6.3
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",New Zealand,265,9,Jacob Oram,10,1,57,1,1,1,5.7
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",New Zealand,265,9,Hamish Bennett,4.1,0,16,0,1,1,3.9
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",New Zealand,265,9,Jesse Ryder,3.5,0,18,0,1,1,5.14
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",New Zealand,265,9,James Franklin,3,0,11,0,0,0,3.67
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",New Zealand,265,9,Scott Styris,8,0,44,1,0,0,5.5
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",New Zealand,265,9,Nathan McCullum,10,0,48,2,0,0,4.8
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",New Zealand,265,9,Kane Williamson,1,0,4,0,0,0,4
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",Srilanka,153,10,Lasith Malinga,5,0,38,1,0,3,7.6
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",Srilanka,153,10,Nuwan Kulasekara,7,0,19,1,0,2,2.71
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",Srilanka,153,10,Angelo Mathews,3,0,19,1,0,0,6.33
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",Srilanka,153,10,Ajantha Mendis,6,0,24,2,0,1,4
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",Srilanka,153,10,Tillakaratne Dilshan,6,0,24,1,0,0,4
2011,38th Match,18-March-2011,Wankhede Stadium,"Mumbai, Indiaia",Srilanka vs New Zealand,"38th Match, Group A (D/N), Wankhede, March 18, 2011,
ICC Cricket World Cup",Srilanka,153,10,Muttiah Muralitharan,8,0,25,4,1,0,3.13
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",Bangladesh,284,8,Shafiul ISrilankaam,5,0,44,0,0,1,8.8
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",Bangladesh,284,8,Rubel Hossain,8,0,56,3,0,0,7
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",Bangladesh,284,8,Abdur Razzak,10,1,47,1,0,1,4.7
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",Bangladesh,284,8,Naeem ISrilankaam,7,0,42,0,0,1,6
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",Bangladesh,284,8,Mahmudullah,10,0,46,1,0,1,4.6
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",Bangladesh,284,8,Shakib Al Hasan,10,0,46,2,0,0,4.6
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",South Africa,78,10,Johan Botha,7,1,23,1,0,0,3.29
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",South Africa,78,10,Lonwabo Tsotsobe,5,2,14,3,0,1,2.8
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",South Africa,78,10,Wayne Parnell,4,1,4,0,0,0,1
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",South Africa,78,10,Robin Peterson,7,3,12,4,0,0,1.71
2011,39th Match,19-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",South Africa vs Bangladesh,"39th Match, Group B, Mirpur, March 19, 2011,
ICC Cricket World Cup",South Africa,78,10,Imran Tahir,5,0,20,1,0,2,4
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Pakistan,176,10,Umar Gul,7.4,1,30,3,0,1,4.05
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Pakistan,176,10,Abdur Rehman,10,0,34,1,0,1,3.4
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Pakistan,176,10,Shahid Afridi,9,0,34,1,0,1,3.78
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Pakistan,176,10,Wahab Riaz,6,0,39,1,0,3,6.5
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Pakistan,176,10,Mohammad Hafeez,10,0,26,1,0,0,2.6
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Pakistan,176,10,Abdul Razzaq,4,0,8,2,0,0,2
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Australia,178,6,Brett Lee,8,1,28,4,0,0,3.5
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Australia,178,6,Shaun Tait,8,1,37,0,0,3,4.63
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Australia,178,6,Mitchell Johnson,9,1,40,1,0,1,4.44
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Australia,178,6,Shane Watson,6,0,26,0,0,0,4.33
2011,40th Match,19-March-2011,R.Premadasa Stadium,"Colombo, Sri Lanka",Australia vs Pakistan,"40th Match, Group A (D/N), Colombo (RPS), March 19, 2011,
ICC Cricket World Cup",Australia,178,6,Jason Krejza,10,0,44,1,0,0,4.4
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Kenya,308,6,Peter Ongondo,10,0,53,1,0,3,5.3
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Kenya,308,6,Elijah Otieno,10,0,61,2,0,0,6.1
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Kenya,308,6,Nehemiah Odhiambo,10,1,58,1,0,3,5.8
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Kenya,308,6,James Ngoche,10,0,68,1,0,1,6.8
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Kenya,308,6,Collins Obuya,3,0,14,0,0,0,4.67
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Kenya,308,6,Steve Tikolo,7,0,49,0,0,2,7
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Zimbabwe,147,10,Chris Mpofu,6,0,27,1,0,2,4.5
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Zimbabwe,147,10,Ray Price,7,1,20,2,0,0,2.86
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Zimbabwe,147,10,Prosper Utseya,9,0,47,1,0,0,5.22
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Zimbabwe,147,10,Gregory Lamb,7,0,21,2,0,0,3
2011,41st Match,20-March-2011,Eden Gardens,"Kolkata, Indiaia",Zimbabwe vs Kenya,"41st Match, Group A, Eden Gardens, March 20, 2011,
ICC Cricket World Cup",Zimbabwe,147,10,Graeme Cremer,7,0,28,2,0,1,4
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",West Indies,268,10,Ravi Rampaul,10,0,51,5,0,1,5.1
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",West Indies,268,10,Sulieman Benn,4,0,32,0,0,0,8
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",West Indies,268,10,Andre Russell,9.1,1,46,2,0,2,5.05
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",West Indies,268,10,Daren Sammy,6,0,35,1,0,1,5.83
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",West Indies,268,10,Devendra Bishoo,10,0,48,1,0,0,4.8
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",West Indies,268,10,Kieron Pollard,10,0,49,1,0,1,4.9
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",India,188,10,Ravichandran Ashwin,10,0,41,2,0,1,4.1
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",India,188,10,Zaheer Khan,6,0,26,3,0,2,4.33
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",India,188,10,Harbhajan Singh,9,1,35,1,0,1,3.89
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",India,188,10,Yusuf Pathan,7,0,28,0,0,0,4
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",India,188,10,Suresh Raina,2,0,12,1,0,0,6
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",India,188,10,Yuvraj Singh,4,0,18,2,0,0,4.5
2011,42nd Match,20-March-2011,MA Chidambaram Stadium,"Chennai, Indiaia",India vs West Indies,"42nd Match, Group B (D/N), Chennai, March 20, 2011,
ICC Cricket World Cup",India,188,10,Munaf Patel,5,0,20,0,0,1,4
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",Pakistan,112,10,Umar Gul,7,1,13,1,0,0,1.86
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",Pakistan,112,10,Mohammad Hafeez,10,3,16,2,0,2,1.6
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",Pakistan,112,10,Wahab Riaz,6,0,29,0,1,2,4.83
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",Pakistan,112,10,Shahid Afridi,9.3,1,30,4,0,1,3.23
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",Pakistan,112,10,Saeed Ajmal,8,1,18,2,0,1,2.25
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",Pakistan,112,10,Abdul Razzaq,3,1,4,1,0,1,1.33
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",West Indies,113,0,Kemar Roach,5.5,0,39,0,0,0,7.09
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",West Indies,113,0,Ravi Rampaul,5,1,28,0,0,1,5.6
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",West Indies,113,0,Devendra Bishoo,5,1,24,0,0,0,4.8
2011,1st Quarter-Final (D/N),23-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",West Indies vs Pakistan,"1st Quarter-Final (D/N), Mirpur, March 23, 2011,
ICC Cricket World Cup",West Indies,113,0,Daren Sammy,5,1,18,0,0,0,3.6
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",India,260,6,Ravichandran Ashwin,10,10,52,2,0,1,5.2
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",India,260,6,Zaheer Khan,10,10,53,2,0,0,5.3
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",India,260,6,Harbhajan Singh,10,10,50,0,0,4,5
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",India,260,6,Munaf Patel,7,7,44,0,0,0,6.29
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",India,260,6,Yuvraj Singh,10,10,44,2,0,0,4.4
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",India,260,6,Sachin Tendulkar,2,2,9,0,0,0,4.5
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",India,260,6,Virat Kohli,1,1,6,0,0,0,6
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",Australia,261,5,Brett Lee,8.4,8.4,1,45,1,0,5.36
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",Australia,261,5,Shaun Tait,7,7,0,52,1,2,7.43
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",Australia,261,5,Mitchell Johnson,8,8,0,41,0,0,5.13
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",Australia,261,5,Shane Watson,7,7,0,37,1,0,5.29
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",Australia,261,5,Jason Krejza,9,9,0,45,0,0,5
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",Australia,261,5,Michael Clarke,3,3,0,19,0,0,6.33
2011,2nd Quarter-Final (D/N),24-March-2011,Narendra Modi Stadium A Ground,"Ahmedabad, Indiaia",Australiatralia VS Indiaia,"2nd Quarter-Final (D/N), Ahmedabad, March 24, 2011,
ICC Cricket World Cup",Australia,261,5,David Hussey,5,5,0,19,1,0,3.8
2011,3rd Quarter-Final (D/N),25-March-2011,Shere Bangla National Stadium,"Dhaka, Bangladesh",New Zealand vs South Africa,"3rd Quarter-Final (D/N), Mirpur, March 25, 2011,
ICC Cricket World Cup",South Africa,221,8,Robin Peterson,9,0,49,1,0,0,5.44
